School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610033,LaSalle Elementary Language Academy,ES,60614,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,79,Strong,62,Average,52,Weak,39,Average,43,Average,53,Average,48,96.80%,7,97.60%,100.00%,86,47.4,81.4,78.3,67.7,76.4,79.2,84.7,73.2,76.5,61,71.2,55.5,49.5,0.3,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,576,33,NDA,7,LINCOLN PARK
610520,LaSalle II Magnet Elementary School,ES,60622,Yes,Standard,Not on Probation,Level 1,No,Strong,66,Very Strong,81,Weak,36,Average,52,Very Strong,83,Strong,79,Strong,55,Average,51,95.10%,5.6,94.80%,100.00%,NDA,NDA,61.1,69.9,82.5,80.2,61.1,76.4,70.4,85.5,NDA,NDA,33.8,38,1.1,2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,609,35,NDA,24,WEST TOWN
609910,Laughlin Falconer Elementary School,ES,60641,No,Standard,Not on Probation,Level 2,No,Average,54,Weak,24,Average,48,Weak,27,Weak,22,Weak,30,Average,49,Average,53,96.10%,5.7,97.00%,99.50%,71.7,42.9,47.7,28.5,46.9,63.4,72,33.3,77.2,59.1,NDA,NDA,21,14.2,1.1,0.8,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1520,29,NDA,19,BELMONT CRAGIN
610133,Laura S Ward Elementary School,ES,60624,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,92.90%,3.9,97.50%,100.00%,72.6,54,35.2,13,43.5,60.7,41.7,27.5,44,50.4,14.3,47.1,14.2,6.9,-3.5,-5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,34,NDA,23,HUMBOLDT PARK
610034,Lawndale Elementary Community Academy,ES,60623,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.00%,18.8,94.80%,98.00%,43.4,NDA,17.2,10,34,44,21.1,15.9,45.2,47,0,2,3.3,4,-2.1,-2.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,508,37,NDA,29,NORTH LAWNDALE
610024,Lazaro Cardenas Elementary School,ES,60623,No,Track_E,Not on Probation,Level 1,No,NDA,,Average,58,NDA,,NDA,,Strong,62,Average,58,Average,52,Strong,57,96.30%,3.2,98.50%,100.00%,77.2,59.6,31.9,26.5,41.4,57.7,NDA,NDA,NDA,NDA,NDA,NDA,26.3,15.8,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,654,37,NDA,30,SOUTH LAWNDALE
609907,Leif Ericson Elementary Scholastic Academy,ES,60624,No,Standard,Probation,Level 2,No,Weak,33,NDA,NDA,Average,49,Average,52,NDA,NDA,NDA,NDA,Weak,45,Weak,45,94.70%,20.8,95.10%,100.00%,76.1,70.9,41.3,22.4,43.1,58.5,43.8,25.4,60.9,40.9,10.4,20.8,13.3,7.7,2,1,Green,Green,51.1,4.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,518,34,NDA,27,EAST GARFIELD PARK
610298,Lenart Elementary Regional Gifted Center,ES,60620,Yes,Standard,Not on Probation,Level 1,No,Strong,79,Average,58,Average,51,Strong,67,Average,50,Strong,63,Average,52,Average,52,97.40%,0.3,97.80%,100.00%,NDA,NDA,93.9,96.9,69.4,46.9,93.5,96.8,57.6,55.9,86.7,93.3,88,86.4,1,0.5,Green,Yellow,100,70,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,328,45,NDA,44,CHATHAM
610036,Leslie Lewis Elementary School,ES,60651,No,Track_E,Probation,Level 3,No,Weak,21,Weak,37,Weak,36,Strong,64,Weak,30,Average,48,Weak,42,Weak,43,91.80%,37.7,95.30%,98.60%,67.8,58.4,20.3,19.8,51.3,40.1,15.8,22.5,53.5,58.3,2.3,4.5,4,5,-0.5,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,565,36,NDA,25,AUSTIN
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,60652,No,Track_E,Probation,Level 2,No,Average,42,NDA,NDA,Weak,34,Weak,28,NDA,NDA,NDA,NDA,Weak,46,Average,51,95.00%,94.9,96.60%,100.00%,59.6,40,35.3,28.6,57.1,56.1,37.6,33.8,52.8,54.6,9,37.2,9.4,9.4,-1,0,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,658,44,NDA,70,ASHBURN
609834,Little Village Elementary School,ES,60623,No,Track_E,Not on Probation,Level 1,No,Average,45,Average,43,Average,52,Strong,66,Average,45,Average,43,Average,47,Average,50,96.70%,3.2,96.70%,93.90%,69,56,26,25.1,49.8,52.2,42.1,32.6,63.2,56.3,17.6,19.4,11.3,11.4,0.6,1.5,Green,Green,30.9,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,842,37,NDA,30,SOUTH LAWNDALE
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,60647,No,Standard,Not on Probation,Level 2,No,Average,57,Average,47,Average,43,Average,46,Weak,30,Weak,32,NDA,NDA,NDA,NDA,94.70%,9.2,97.70%,100.00%,48.5,42.6,44.2,30.8,50.9,56.1,54.4,30.9,48.9,46.6,20.8,28.3,18.4,8.2,-1.6,-1,Red,Red,48.1,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,455,31,NDA,22,LOGAN SQUARE
609773,Louis A Agassiz Elementary School,ES,60657,No,Standard,Not on Probation,Level 1,No,Average,53,NDA,NDA,Weak,23,Weak,21,NDA,NDA,NDA,NDA,Strong,56,Average,47,95.20%,32.6,96.80%,98.10%,68.5,39,44.1,49.5,44.9,49.5,43.6,50,43.6,43.6,30,53.3,27.5,27.5,0.2,-0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,432,33,NDA,6,LAKE VIEW
609774,Louisa May Alcott Elementary School,ES,60614,Yes,Standard,Not on Probation,Level 1,No,NDA,,Strong,66,NDA,,NDA,,Average,56,Average,57,Strong,60,Weak,41,96.60%,3.7,97.10%,93.20%,85.1,75.1,72.6,76.9,56.4,55.2,73.1,70.7,69.2,59.8,43.5,47.8,52.6,46.1,0.4,0.3,Yellow,Yellow,50,73.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,481,35,NDA,7,LINCOLN PARK
610156,Louis Armstrong Math & Science Elementary School,ES,60644,No,Track_E,Probation,Level 3,No,Average,42,NDA,NDA,Average,49,Strong,62,NDA,NDA,NDA,NDA,Strong,59,Average,53,92.60%,83.4,97.90%,100.00%,NDA,NDA,20,16.5,36.4,31.6,41.4,34.5,57.1,60.7,NDA,NDA,1.7,7.8,-0.8,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93,36,NDA,25,AUSTIN
610094,Louis Nettelhorst Elementary School,ES,60657,Yes,Standard,Not on Probation,Level 1,No,Average,58,NDA,NDA,Weak,34,Weak,30,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.50%,5.3,95.90%,97.90%,85.4,52.2,67.6,71.2,61.6,61.4,56.8,66.7,45.1,51,29.6,29.6,38.2,42.4,0.2,0,Yellow,Yellow,53.6,33.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,729,33,NDA,6,LAKE VIEW
610117,Louis Pasteur Elementary School,ES,60629,No,Track_E,Not on Probation,Level 2,No,Average,50,NDA,NDA,Average,42,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,5,95.80%,97.30%,45,19.2,39.1,43.4,53.6,57.4,39.8,50.8,46,51.5,17,28.1,15.9,13.7,-3.1,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1173,44,NDA,62,WEST ELSDON
610237,Ludwig Van Beethoven Elementary School,ES,60609,No,Track_E,Probation,Level 3,No,Average,40,NDA,NDA,Average,58,Average,59,NDA,NDA,NDA,NDA,Weak,46,Average,52,93.70%,11.4,94.70%,98.70%,58.3,72.6,18.7,18.2,43.1,44.2,33.8,12.5,54.5,39.2,NDA,NDA,16.5,4,0.7,-0.8,Green,Yellow,39.1,70.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,411,42,NDA,38,GRAND BOULEVARD
610108,Luke O'Toole Elementary School,ES,60636,No,Track_E,Probation,Level 3,No,Very Weak,5,NDA,NDA,Weak,33,Average,40,NDA,NDA,NDA,NDA,Weak,45,Average,47,89.20%,26.7,94.60%,100.00%,63.5,NDA,21.2,17.1,39.4,49.6,26,21.1,55.1,50.3,2.9,13.4,7.8,4.6,-0.3,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,511,43,NDA,67,WEST ENGLEWOOD
609818,Luther Burbank Elementary School,ES,60639,No,Standard,Not on Probation,Level 2,No,Weak,37,NDA,NDA,Average,42,Weak,34,NDA,NDA,NDA,NDA,Average,47,Average,49,95.20%,9.8,95.50%,100.00%,60.8,45.2,42.8,34.9,61.2,63.8,41,34.4,55,54.5,13.1,17.2,20.6,11.3,-0.2,0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,29,NDA,19,BELMONT CRAGIN
609817,Lyman A Budlong Elementary School,ES,60625,No,Standard,Not on Probation,Level 2,No,Average,59,Average,56,Weak,33,Weak,38,Average,44,Average,41,Average,50,Average,49,95.40%,3.9,95.70%,98.70%,77.1,54.4,44.9,53.5,48.1,57.9,36.3,44,44.7,36.4,9.1,23.6,26.6,23.7,-1.7,-0.4,Red,Yellow,48.1,16,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,31,NDA,4,LINCOLN SQUARE
610205,Lyman Trumbull Elementary School,ES,60640,No,Standard,Probation,Level 3,No,Average,56,NDA,NDA,Average,47,Weak,25,NDA,NDA,NDA,NDA,Average,50,Strong,55,94.30%,17.8,95.20%,97.70%,55.1,25.7,21.6,29,37.5,38,39,42.2,30.4,31.8,21.1,36.8,14.2,13.5,-1.8,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,438,32,NDA,77,EDGEWATER
610369,Mahalia Jackson Elementary School,ES,60620,No,Track_E,Probation,Level 3,No,Weak,38,NDA,NDA,Average,54,Strong,66,NDA,NDA,NDA,NDA,Weak,46,Average,51,92.50%,35.7,94.60%,96.60%,57.8,44.4,14.8,24.4,47.8,44.6,24.4,31.1,54.2,48.1,6.7,6.9,7.6,9.2,-0.3,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,323,49,NDA,71,AUBURN GRESHAM
610197,Mancel Talcott Elementary School,ES,60622,No,Standard,Not on Probation,Level 1,No,Strong,63,Average,58,Average,59,Strong,71,Average,53,Average,55,Average,51,Average,49,95.80%,3.2,96.90%,100.00%,68.2,NDA,43.2,27,49.6,55,70.3,53.5,68.6,62.7,17,34,25.6,20.8,0.2,0.8,Yellow,Yellow,37.3,57.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,580,35,NDA,24,WEST TOWN
609872,Manuel Perez Elementary School,ES,60608,No,Standard,Not on Probation,Level 1,Yes,Average,45,NDA,NDA,Average,42,Average,45,NDA,NDA,NDA,NDA,Average,52,Average,50,95.90%,7.3,96.60%,100.00%,67.7,NDA,37.9,33.6,61.1,62.3,45.9,26.7,71.8,51.8,14,14,14.8,8.7,0,1.1,Yellow,Green,35.6,18.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,426,39,NDA,31,LOWER WEST SIDE
610128,Marcus Moziah Garvey Elementary School,ES,60643,No,Track_E,Not on Probation,Level 2,No,Average,50,NDA,NDA,Average,50,Average,48,NDA,NDA,NDA,NDA,Average,49,Average,51,94.00%,20.5,96.00%,100.00%,69.3,62.7,40.4,47.4,60.2,59.8,55.4,52.9,73.1,63.9,10.3,48.7,22.4,18.5,0.1,0.9,Yellow,Green,30.8,69.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,356,49,NDA,73,WASHINGTON HEIGHTS
610544,Mariano Azuela Elementary School,ES,60629,No,Track_E,Not on Probation,Not Enough Data,No,Average,54,Very Strong,96,Strong,61,Very Strong,81,Strong,73,Very Strong,84,Average,47,Strong,58,95.50%,19.7,0.00%,98.70%,69.5,42.9,28.7,26.1,48.2,32.1,46.9,34.9,55.2,57.4,NDA,NDA,13,11.9,-1.3,0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,873,44,NDA,65,WEST LAWN
610017,Maria Saucedo Elementary Scholastic Academy,ES,60623,No,Standard,Not on Probation,Level 1,No,Strong,60,NDA,NDA,Average,55,Strong,64,NDA,NDA,NDA,NDA,Weak,43,Weak,42,96.80%,19.4,96.90%,98.90%,72.3,35.3,38.6,35.8,54.9,57.5,51.8,39.8,56.3,52.8,15.3,27,24.3,16,2,1.7,Green,Green,10.8,91.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1306,39,NDA,30,SOUTH LAWNDALE
610081,Mark Sheridan Elementary Math & Science Academy,ES,60616,Yes,Standard,Not on Probation,Level 1,No,Strong,74,Average,59,Average,53,Strong,63,Average,59,Strong,63,Strong,55,Average,51,96.80%,1.3,97.00%,95.90%,85.5,NDA,62.7,74,72.3,77.4,59.4,62.4,67.8,61.3,35.9,42.2,47.2,38.3,1.5,1.5,Green,Green,50,65.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,535,40,NDA,60,BRIDGEPORT
610177,Mark Skinner Elementary School,ES,60607,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,NDA,NDA,Average,48,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,97.10%,0,94.90%,96.70%,NDA,NDA,92.5,96.8,61.5,59.1,89.4,97.8,56.5,56.8,81.6,91.8,77.2,73,1,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,784,38,NDA,28,NEAR WEST SIDE
610206,Mark Twain Elementary School,ES,60638,No,Standard,Not on Probation,Level 1,No,Strong,67,Strong,76,Average,46,Average,44,Very Strong,84,Strong,71,Strong,60,Strong,60,96.30%,5.3,97.80%,98.30%,84.6,61.1,44.4,48.5,53.2,63.3,49.1,58.1,62.2,55.8,32.1,43.8,32.3,19.8,0.2,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1161,44,NDA,56,GARFIELD RIDGE
610053,Marquette Elementary School,ES,60629,No,Track_E,Probation,Level 3,No,Very Weak,15,NDA,NDA,Very Weak,17,Very Weak,17,NDA,NDA,NDA,NDA,Weak,43,Weak,46,93.10%,64.6,95.30%,99.30%,54.4,21.8,22.6,16.2,42,40,14.2,16.2,31.2,40.2,4.2,13.2,6.8,4.6,-1.4,-0.6,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1390,44,NDA,66,CHICAGO LAWN
610152,Martha Ruggles Elementary School,ES,60619,No,Track_E,Probation,Level 2,No,Average,43,NDA,NDA,Weak,37,Average,41,NDA,NDA,NDA,NDA,Average,48,Weak,46,93.90%,30.9,96.70%,98.00%,NDA,49.3,23.6,21.9,55,57.6,26.8,24.4,51.3,56.5,8.8,26.5,8.7,5.5,0.2,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,417,46,NDA,69,GREATER GRAND CROSSING
610154,Martin A Ryerson Elementary School,ES,60624,No,Track_E,Not on Probation,Level 1,No,Average,40,Weak,32,Average,48,Average,43,Average,41,Weak,37,Weak,45,Average,48,95.50%,95.1,96.80%,100.00%,63.6,48.6,33.3,19.2,48.9,72.9,59.2,26.4,93.3,67.5,13.6,11.4,23.1,17.1,2.8,0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,445,34,NDA,23,HUMBOLDT PARK
610539,Marvin Camras Elementary School,ES,60634,No,Standard,Not on Probation,Not Enough Data,No,Average,54,Average,58,Weak,37,Average,41,Very Strong,83,Very Strong,88,Average,51,Strong,55,95.10%,4.3,0.00%,97.70%,47.5,39.9,30.8,27.8,47.8,38.6,41.1,38.5,49.2,55.4,15.3,30.5,11.2,12,-1.8,-0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,826,30,NDA,19,BELMONT CRAGIN
610355,Mary E Courtenay Elementary Language Arts Center,ES,60613,Yes,Standard,Not on Probation,Level 2,No,Very Strong,99,NDA,NDA,Very Strong,95,Very Strong,80,NDA,NDA,NDA,NDA,Strong,59,Average,49,94.90%,10.8,94.20%,100.00%,90.5,92.9,51,38.5,62,59.2,47.7,57.8,45.5,37.8,16.7,55.6,21.2,28.6,-1.2,-0.8,Red,Yellow,19,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,257,33,NDA,6,LAKE VIEW
610312,Mary E McDowell Elementary School,ES,60619,No,Track_E,Not on Probation,Level 2,No,NDA,,Average,49,NDA,,NDA,,Strong,74,Average,53,NDA,NDA,NDA,NDA,95.50%,3.1,96.10%,100.00%,79.3,53.8,39,54.2,50.8,64.4,NDA,NDA,NDA,NDA,NDA,NDA,21,16.1,0,-0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,188,47,NDA,48,CALUMET HEIGHTS
610127,Mary Gage Peterson Elementary School,ES,60625,No,Standard,Not on Probation,Level 1,No,Strong,62,NDA,NDA,Average,49,Average,58,NDA,NDA,NDA,NDA,Average,51,Average,48,95.50%,10.3,96.70%,100.00%,72.7,37.7,53.1,47.1,51.6,52.1,59.7,52.2,49.2,51.9,34,44.7,35.5,27.5,-0.3,0,Yellow,Yellow,33.3,83.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,860,31,NDA,13,NORTH PARK
610046,Mary Lyon Elementary School,ES,60634,No,Standard,Not on Probation,Level 2,No,Average,55,NDA,NDA,Average,42,Weak,38,NDA,NDA,NDA,NDA,Weak,45,Average,51,95.90%,3.7,97.00%,99.30%,72,NDA,42.9,51.1,68.1,70.2,61.6,59,62.9,55.6,37.6,36.4,29.5,23.7,-0.3,0.4,Yellow,Yellow,24.3,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1423,30,NDA,19,BELMONT CRAGIN
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,60612,No,Track_E,Not on Probation,Level 2,No,Average,57,Strong,61,Strong,68,Strong,73,Strong,77,Very Strong,83,Strong,56,Strong,57,94.40%,12.7,97.10%,100.00%,NDA,NDA,51.4,49.7,53.1,55.2,53.2,54,59,51.1,12,22,29.4,16,0.4,-1.6,Yellow,Red,43.1,19,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,434,38,NDA,27,EAST GARFIELD PARK
610365,Mary McLeod Bethune Elementary School,ES,60612,No,Track_E,Probation,Level 3,No,Average,53,Average,47,Average,53,Weak,39,Weak,31,Average,46,Strong,56,Strong,58,93.30%,25.8,97.60%,98.00%,50,NDA,13.8,13.8,44,49.1,22.1,24.1,57,46,6.7,16.7,6.1,4.4,1.3,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,362,37,NDA,27,EAST GARFIELD PARK
610240,Matthew A Henson Elementary School,ES,60623,No,Track_E,Probation,Level 3,No,Weak,37,NDA,NDA,Weak,34,Weak,22,NDA,NDA,NDA,NDA,Strong,55,Strong,63,90.90%,13.2,95.70%,97.90%,70.1,46.8,19,8.6,48.6,52.1,15.7,17.1,30.3,34.7,3.6,32.1,3.5,1.7,-0.8,-1.9,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,271,36,NDA,29,NORTH LAWNDALE
609935,Matthew Gallistel Elementary Language Academy,ES,60617,No,Standard,Not on Probation,Level 2,No,Average,49,Average,45,Weak,37,Weak,32,Average,49,Average,40,Average,50,Weak,44,95.10%,5.9,96.30%,100.00%,66.7,53.6,40.1,23.7,48.7,62.2,46.7,34,62.8,58.6,17.4,27.7,17.8,12.9,-0.6,0.9,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1408,47,NDA,52,EAST SIDE
610362,Medgar Evers Elementary School,ES,60628,No,Track_E,Not on Probation,Level 1,No,Weak,27,NDA,NDA,Weak,35,Average,49,NDA,NDA,NDA,NDA,Strong,56,Strong,55,94.90%,18.1,96.10%,100.00%,66.4,46.7,48.3,39.7,59.1,71.9,67.2,43.9,54.1,51.2,17.6,21.6,17.3,14.8,1,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,367,49,NDA,73,WASHINGTON HEIGHTS
609928,Melville W Fuller Elementary School,ES,60653,No,Track_E,Probation,Level 3,No,Weak,22,NDA,NDA,Weak,32,Weak,33,NDA,NDA,NDA,NDA,Average,51,Strong,55,91.80%,40.2,93.90%,100.00%,40.9,21.4,10.4,2.4,50,40,6.8,10.9,22.4,34.8,6.3,12.5,3.6,1.4,-1.3,-1.3,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,241,40,NDA,38,GRAND BOULEVARD
610055,Michael Faraday Elementary School,ES,60624,No,Track_E,Not on Probation,Level 2,No,Weak,35,NDA,NDA,Strong,65,Strong,66,NDA,NDA,NDA,NDA,Average,50,Average,50,93.30%,39.4,94.60%,100.00%,56.4,34,34.4,17.2,53.2,73.3,59.8,22.9,80.6,63.5,17.1,17.1,17.9,7,1.7,-1.1,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,194,38,NDA,27,EAST GARFIELD PARK
609832,Michael M Byrne Elementary School,ES,60638,Yes,Standard,Probation,Level 3,No,Strong,63,Strong,61,Weak,35,Weak,38,Average,59,Average,57,Average,49,Weak,45,94.60%,51.8,95.80%,94.00%,74.3,69.6,50.2,42.9,43.7,67.6,44.9,48.1,45.8,36.5,21.5,34.2,23.1,24.8,-1.2,-1.1,Red,Red,19.3,56.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,705,44,NDA,56,GARFIELD RIDGE
610208,Mildred I Lavizzo Elementary School,ES,60628,No,Track_E,Probation,Level 3,No,Very Weak,15,Weak,35,Average,41,Average,46,Weak,39,Weak,30,Average,48,Average,51,91.50%,39.1,95.00%,95.70%,49.6,33.3,5.7,15.6,35.7,39.8,24.3,30.1,65.6,68.9,4.3,17,6.1,4.6,0.6,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,394,48,NDA,49,ROSELAND
609830,Milton Brunson Math & Science Specialty Elementary School ,ES,60651,No,Track_E,Probation,Level 3,No,Weak,30,NDA,NDA,Weak,30,Average,45,NDA,NDA,NDA,NDA,Average,47,Strong,55,91.30%,16.6,95.00%,100.00%,64.4,43.9,21.1,18.7,44.4,36.4,22.6,19,33.6,45.2,3.4,8.6,8.8,5.4,-0.3,-0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,658,36,NDA,25,AUSTIN
610011,Minnie Mars Jamieson Elementary School,ES,60659,No,Standard,Not on Probation,Level 1,No,Strong,64,Average,50,Strong,62,Strong,66,Average,55,Average,41,Average,52,Average,53,95.70%,8.1,96.20%,100.00%,79.1,NDA,63.8,58,70.1,72.1,57.6,67.2,66.1,62.7,30.5,35.4,37.5,23.7,0.3,0.6,Yellow,Yellow,38.1,42.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,811,32,NDA,2,WEST RIDGE
610257,Morton School of Excellence,ES,60612,No,Track_E,Probation,Level 1,No,Average,53,Average,49,Strong,66,Strong,63,Very Strong,86,Very Strong,95,Average,52,Strong,59,93.60%,73.9,97.10%,100.00%,NDA,NDA,43.2,36.8,57.9,62.2,38.6,36,65.3,49,7.1,7.1,16.3,8.4,2.8,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,349,34,NDA,23,HUMBOLDT PARK
610075,Moses Montefiore Special Elementary School,ES,60608,NDA,Track_E,Not Applicable,Level 3,No,Weak,28,NDA,NDA,Average,42,Very Weak,14,NDA,NDA,NDA,NDA,Weak,46,Strong,54,80.40%,251.6,93.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,0,2.9,35.5,32.3,0,0,0,0,-0.6,-0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,21,38,NDA,28,NEAR WEST SIDE
