School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
609764,Benito Juarez Community Academy High School,HS,60608,No,Standard,Probation,Level 3,No,Average,46,Average,53,Average,44,Average,45,Average,49,Average,48,NDA,NDA,NDA,NDA,83.70%,17.2,95.80%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.2,13.7,14.6,14.5,1.3,15.8,1.2,14.8,56.2,48.8,1683,39,71.1,31,LOWER WEST SIDE
610381,Bronzeville Scholastic Academy High School,HS,60615,No,Standard,Probation,Level 3,No,Average,41,Weak,38,Average,42,Average,43,Weak,32,Very Weak,15,Average,51,Weak,43,92.30%,16.2,95.60%,97.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,13.8,15.3,15.7,1.4,16.3,1,14.7,85.3,73.2,550,42,71.1,38,GRAND BOULEVARD
609729,Carl Schurz High School,HS,60641,No,Standard,Probation,Level 3,No,Average,48,Weak,36,Weak,36,Weak,29,Weak,30,Weak,31,NDA,NDA,NDA,NDA,81.20%,13.8,96.00%,98.90%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.1,12.9,14.3,14,0.9,15.6,1.3,9.7,62.1,40.4,2366,29,61.6,16,IRVING PARK
609679,Charles Allen Prosser Career Academy High School,HS,60639,No,Standard,Not on Probation,Level 2,No,Average,59,Average,47,Average,53,Average,51,Weak,37,Average,44,Weak,46,Weak,45,86.00%,9.7,94.40%,99.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.5,15.1,16.3,16.2,0.7,17.9,1.6,27.7,78.7,58,1415,29,79.4,19,BELMONT CRAGIN
609732,Charles P Steinmetz Academic Centre High School,HS,60634,No,Standard,Probation,Level 3,No,Weak,26,Weak,35,Weak,29,Weak,34,Weak,36,Weak,32,NDA,NDA,NDA,NDA,79.20%,30.4,96.20%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,13.8,13.8,14.3,1.3,16.1,2.3,16.3,56.7,47,1890,30,70.3,19,BELMONT CRAGIN
610340,Chicago Academy High School,HS,60634,No,Standard,Not on Probation,Level 2,No,Average,58,Weak,35,Average,57,Average,53,Average,56,Average,57,NDA,NDA,NDA,NDA,93.10%,6.3,96.10%,97.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,14.4,16.3,16.1,1.5,18.4,2.1,23.9,70.1,64.2,502,30,80.6,17,DUNNING
609753,Chicago High School for Agricultural Sciences,HS,60655,No,Track_E,Not on Probation,Level 1,No,Very Strong,87,Strong,77,Average,49,Average,47,Average,57,Average,40,Average,52,Strong,55,92.80%,5.2,95.20%,96.80%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,16.1,16.5,16.9,17.4,1.3,20.4,3.5,30.7,70.7,79.6,579,49,88.1,74,MOUNT GREENWOOD
609754,Chicago Military Academy High School,HS,60653,No,Standard,Not on Probation,Level 2,No,Weak,32,NDA,NDA,Weak,23,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.30%,28.2,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.8,14.4,15.2,15.6,0.8,17.4,2.2,24.4,83.6,69.3,483,40,88.1,35,DOUGLAS
609674,Chicago Vocational Career Academy High School,HS,60617,No,Standard,Probation,Level 3,No,Weak,27,Average,43,Weak,21,Weak,30,Weak,34,Weak,39,NDA,NDA,NDA,NDA,68.80%,33.3,94.60%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.5,12.6,13.8,13.2,0.7,14.3,0.5,7,49.5,54,833,47,44.1,45,AVALON PARK
609705,Christian Fenger Academy High School,HS,60628,No,Track_E,Probation,Level 3,No,Weak,36,Weak,28,Average,41,Weak,32,Average,46,Average,42,NDA,NDA,NDA,NDA,74.40%,49.8,95.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.1,12.9,13.3,1.3,14,1.1,11.3,34.8,36.7,688,48,68.2,49,ROSELAND
610499,Collins Academy High School,HS,60623,No,Standard,Not on Probation,Level 2,No,Strong,60,Average,42,Average,51,Average,46,Average,47,Average,48,Strong,54,Strong,56,91.40%,2.9,96.60%,98.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.5,12.5,14.2,14.1,1.6,15.6,1.4,20.5,NDA,NDA,409,37,70.4,29,NORTH LAWNDALE
610380,Daniel Hale Williams Prep School of Medicine,HS,60615,No,Standard,Not on Probation,Level 2,No,Average,50,NDA,NDA,Average,45,Average,54,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.30%,5.4,96.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,54.5,63.8,55.8,58.5,21.4,33.3,23.7,8.5,-0.9,-1.8,Yellow,Red,64.1,25,15,15.1,15.8,15.4,0.4,17.5,1.7,32.7,NDA,NDA,324,42,90.1,38,GRAND BOULEVARD
609704,David G Farragut Career Academy High School,HS,60623,No,Standard,Probation,Level 2,No,Average,43,NDA,NDA,Average,42,Weak,32,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,86.10%,18.6,95.20%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,12.9,14.4,13.9,1.3,16,1.6,13.4,43.2,31.3,1456,37,68.6,30,SOUTH LAWNDALE
610402,DeVry University Advantage Academy High School,HS,60618,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,58,Strong,55,96.70%,0,94.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,20.7,NDA,40.6,NDA,63.3,200,35,NDA,5,NORTH CENTER
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,60653,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,56,Average,52,92.90%,4.4,96.30%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.4,17.7,17.7,18.1,0.7,20.5,2.8,31.9,75.4,85.1,915,40,91.1,39,KENWOOD
609736,Dyett High School,HS,60615,No,Track_E,Probation,Level 3,No,Weak,27,Very Weak,18,Weak,35,Average,47,Weak,35,Weak,25,NDA,NDA,NDA,NDA,62.50%,24.4,93.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11.7,13,12.9,1.3,14,1,3.3,33.7,51,318,42,37.1,40,WASHINGTON PARK
609735,Edward Tilden Career Community Academy High School,HS,60609,No,Track_E,Probation,Level 2,No,Weak,34,Average,57,Average,45,Weak,37,Average,54,Weak,35,Average,51,Average,47,78.40%,13,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,12,12.9,12.9,1.3,13.5,0.6,10.5,41.1,37,461,42,86.5,61,NEW CITY
609708,Edwin G Foreman High School,HS,60641,No,Standard,Probation,Level 3,No,Weak,26,NDA,NDA,Weak,28,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.30%,10.3,94.80%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.7,14.1,13.7,0.7,15.3,1.2,12.5,59.7,40.9,1716,29,75.6,15,PORTAGE PARK
609682,Ellen H Richards Career Academy High School,HS,60609,No,Track_E,Probation,Level 2,No,Weak,30,Weak,23,Weak,32,Very Weak,19,Average,42,Weak,34,Weak,43,Average,47,90.60%,17.3,95.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.8,12,13.1,12.8,1,14,0.9,5.5,57.3,43.1,473,42,63.5,61,NEW CITY
609712,Emil G Hirsch Metropolitan High School,HS,60619,No,Track_E,Probation,Level 3,No,Very Weak,13,Average,46,Weak,28,Weak,28,Average,52,Average,50,NDA,NDA,NDA,NDA,84.80%,47.1,95.40%,88.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.5,11.2,12.9,12.4,0.9,14.1,1.2,10.8,36.2,45.1,458,46,69.5,69,GREATER GRAND CROSSING
610543,Eric Solorio Academy High School,HS,60632,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,67,Average,54,Average,53,Strong,63,Strong,62,Strong,64,Average,53,Strong,56,92.20%,3,0.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,13.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,581,44,85.6,63,GAGE PARK
610245,Frederick A Douglass Academy High School,HS,60644,No,Standard,Probation,Level 3,No,Average,44,NDA,NDA,Weak,39,Weak,37,NDA,NDA,NDA,NDA,Average,50,Weak,44,79.20%,28,94.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.3,13.8,13.5,0.5,14.8,1,5.1,52.8,39.5,354,36,77.1,25,AUSTIN
609737,Friedrich W von Steuben Metropolitan Science High School,HS,60625,No,Standard,Not on Probation,Level 2,No,Strong,70,Weak,39,Average,42,Average,51,Weak,26,Weak,29,NDA,NDA,NDA,NDA,87.00%,4,95.60%,99.20%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.9,15.7,17.3,16.7,0.8,20.4,3.1,34.6,88.2,78.5,1636,31,76.8,13,NORTH PARK
609709,Gage Park High School,HS,60629,No,Track_E,Probation,Level 3,No,Very Weak,14,Average,43,Weak,29,Weak,37,Weak,38,Weak,35,NDA,NDA,NDA,NDA,72.50%,19.5,94.00%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.4,12,13.8,13.6,1.2,14.1,0.3,7.9,52.8,40.3,1052,43,46,63,GAGE PARK
609761,George H Corliss High School,HS,60628,No,Track_E,Probation,Level 3,No,Weak,33,Average,52,Average,40,Average,48,Average,48,Average,54,NDA,NDA,NDA,NDA,71.30%,23.4,95.20%,98.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,11.4,13,12.9,0.9,14.3,1.3,10.6,42.8,44,621,48,76.2,50,PULLMAN
609760,George Washington Carver Military Academy High School,HS,60627,No,Standard,Not on Probation,Level 2,No,Average,53,NDA,NDA,Weak,37,Weak,34,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.60%,8.9,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.2,15,14.9,0.4,16.8,1.8,21.2,78.7,60.5,532,48,79.5,54,RIVERDALE
609739,George Washington High School,HS,60617,No,Standard,Probation,Level 2,No,Average,46,Average,53,Weak,36,Weak,36,Average,52,Average,46,NDA,NDA,NDA,NDA,80.20%,12.7,95.10%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.4,13.6,14.3,14.1,0.7,15.5,1.2,14,71.6,50.9,1524,47,78.6,52,EAST SIDE
609693,George Westinghouse High School,HS,60624,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,74,Strong,72,Strong,77,Very Strong,80,Very Strong,86,Strong,71,Strong,54,Strong,60,93.60%,2,96.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,16.1,16.9,NDA,17.1,1,NDA,NDA,NDA,NDA,NDA,828,34,90.5,23,HUMBOLDT PARK
610383,Greater Lawndale High School For Social Justice,HS,60623,No,Track_E,Probation,Level 3,No,Average,43,Strong,72,Average,46,Average,44,Very Strong,81,Strong,65,Average,53,Weak,46,87.50%,16.4,95.10%,95.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.6,14,14.5,14.4,0.8,15.7,1.2,14.9,67,57.4,371,37,87.4,30,SOUTH LAWNDALE
609741,Gurdon S Hubbard High School,HS,60629,No,Standard,Not on Probation,Level 2,No,Average,42,NDA,NDA,Weak,34,Weak,29,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.30%,4.3,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.4,14.2,15.3,15.3,0.9,17.3,2,30.1,57.2,51.3,1672,44,64.5,65,WEST LAWN
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,60628,No,Standard,Not on Probation,Level 1,No,Strong,64,NDA,NDA,Average,44,Average,49,NDA,NDA,NDA,NDA,Average,47,Average,49,87.10%,0.1,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,18,18.2,18.7,18.7,0.7,21.5,2.8,51.1,88.1,87.9,783,48,90.3,49,ROSELAND
610297,High School of Leadership at South Shore,HS,60649,No,Standard,Probation,Level 3,No,NDA,,Weak,30,NDA,,NDA,,Very Weak,16,Weak,28,Weak,42,Weak,31,72.00%,43.4,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,11.7,13.1,13.1,1.4,14.4,1.3,12.2,36.6,68.8,731,46,48.8,43,SOUTH SHORE
609768,Hope College Preparatory High School,HS,60621,No,Standard,Probation,Level 3,No,Weak,31,Average,51,Weak,37,Average,44,Average,56,Weak,35,NDA,NDA,NDA,NDA,72.20%,24,94.30%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.3,13,13.7,13.5,1.2,15,1.3,16.7,55.2,58.2,561,45,63.6,68,ENGLEWOOD
609713,Hyde Park Academy High School,HS,60637,No,Standard,Probation,Level 3,No,Weak,29,Weak,39,Weak,34,Average,43,Weak,35,Average,41,NDA,NDA,NDA,NDA,70.50%,18.5,94.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.8,14.4,14.1,1.1,15.6,1.2,11.1,51.1,57.6,1518,46,63.7,42,WOODLAWN
610390,Hyman G Rickover Naval Academy High School,HS,60660,No,Standard,Not on Probation,Level 2,No,Strong,64,NDA,NDA,Strong,64,Average,42,NDA,NDA,NDA,NDA,Average,53,Average,48,92.90%,15.4,95.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.2,15.4,16.5,15.8,0.6,18.7,2.2,23.4,63,63.5,423,32,90.7,77,EDGEWATER
610384,Infinity Math Science and Technology High School,HS,60623,No,Track_E,Not on Probation,Level 2,No,Average,58,NDA,NDA,Strong,66,Strong,65,NDA,NDA,NDA,NDA,Average,51,Average,48,92.20%,7.5,96.00%,85.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.1,15,14.8,15.1,1,17.2,2.4,29,84.4,55.7,388,37,98.1,30,SOUTH LAWNDALE
609766,Jacqueline B Vaughn Occupational High School,HS,60641,NDA,Track_E,Not Applicable,Not Enough Data,No,Average,57,Strong,72,Weak,33,Weak,20,Strong,67,Strong,69,Strong,63,Strong,57,87.60%,3.7,95.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,55.6,65.3,NDA,203,30,NDA,15,PORTAGE PARK
609718,John F Kennedy High School,HS,60638,No,Standard,Probation,Level 3,No,Average,53,Weak,30,Weak,32,Weak,27,Weak,22,Weak,24,NDA,NDA,NDA,NDA,83.00%,22,94.70%,99.30%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.8,14.1,15.1,15.6,0.8,16.4,1.3,24.4,53.3,52.9,1589,44,59.7,56,GARFIELD RIDGE
609694,John Hancock College Preparatory High School,HS,60629,No,Standard,Probation,Level 3,No,Average,51,Average,44,Average,44,Average,41,Weak,37,Average,42,Average,50,Weak,44,78.20%,7.5,95.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,13.8,14.7,15,0.4,15.8,1.1,22.6,56.1,45.9,967,44,87.4,62,WEST ELSDON
609723,John Marshall Metropolitan High School,HS,60624,No,Standard,Probation,Level 3,No,Average,51,Average,52,Average,45,Average,46,Average,49,Average,42,NDA,NDA,NDA,NDA,74.10%,42.9,95.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,11.8,13.4,13.2,1.5,14.6,1.2,6.5,36.8,45.2,726,38,55.2,27,EAST GARFIELD PARK
609710,John M Harlan Community Academy High School,HS,60628,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.20%,21.6,94.40%,95.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,16,40,17.8,15.6,-2.9,-0.8,Red,Yellow,100,40,13.2,12.9,14.1,13.7,0.5,14.7,0.6,5.9,47.9,55.7,1245,48,64.4,49,ROSELAND
609716,Kelvyn Park High School,HS,60639,No,Standard,Probation,Level 3,No,Weak,32,Weak,28,Weak,32,Weak,28,Very Weak,19,Average,43,NDA,NDA,NDA,NDA,74.40%,12.9,94.50%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.2,13.8,13.8,1,14.9,1.1,16.7,54.1,35,1252,29,56.9,20,HERMOSA
609746,Kenwood Academy High School,HS,60615,No,Standard,Not on Probation,Level 2,No,Strong,63,NDA,NDA,Average,48,Average,56,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,88.40%,5.9,95.30%,99.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,60.2,75,69.5,31,-1.1,-0.5,Red,Yellow,81.2,49,15.6,15.1,16.8,16.9,1.3,19.1,2.3,26.8,69.5,79.7,1852,46,70.3,39,KENWOOD
609719,Lake View High School,HS,60613,No,Standard,Not on Probation,Level 2,No,Strong,64,NDA,NDA,Average,52,Average,43,NDA,NDA,NDA,NDA,Average,49,Weak,43,87.70%,8.5,96.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.3,15.8,16.1,16.7,1.4,17.8,1.7,36.6,81.4,62.8,1500,33,87.3,6,LAKE VIEW
609738,Lincoln Park High School,HS,60614,No,Standard,Not on Probation,Level 2,No,Strong,65,Strong,61,Average,44,Average,49,Average,45,Average,45,NDA,NDA,NDA,NDA,84.60%,9.2,96.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.7,18,18.6,19,1.3,21.6,3,53.6,77.9,75.5,2342,33,74.4,7,LINCOLN PARK
609722,Manley Career Academy High School,HS,60612,No,Standard,Probation,Level 3,No,Average,41,Weak,39,Average,43,Weak,31,Very Weak,19,Weak,32,NDA,NDA,NDA,NDA,66.80%,19.7,95.40%,98.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.2,11.9,13.3,13,0.8,13.8,0.5,6.7,49,51.9,599,37,59.3,27,EAST GARFIELD PARK
609756,Marie Sklodowska Curie Metropolitan High School,HS,60632,No,Standard,Probation,Level 3,No,Average,43,Weak,35,Weak,37,Average,45,Weak,33,Weak,39,NDA,NDA,NDA,NDA,85.00%,9.1,95.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.2,14.2,15.6,15.1,0.9,16.9,1.3,22.9,76.1,61.3,3320,37,61,57,ARCHER HEIGHTS
610502,Marine Military Math and Science Academy ,HS,60612,No,Standard,Not on Probation,Level 2,No,Average,41,Average,49,Weak,38,Weak,34,Average,53,Weak,35,Strong,54,Average,49,91.30%,4.5,95.30%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14,15,15.9,15.3,1.3,17.7,1.8,37.7,NDA,NDA,366,38,86.3,28,NEAR WEST SIDE
610535,Mason High School,HS,60623,NDA,Standard,Not on Probation,Not Enough Data,No,Average,50,NDA,NDA,Average,59,Average,59,NDA,NDA,NDA,NDA,Average,50,Average,47,90.40%,44.3,0.00%,72.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,13.5,NDA,13.9,1.3,NDA,NDA,NDA,NDA,NDA,48,36,40.9,29,NORTH LAWNDALE
610244,Michele Clark Academic Prep Magnet High School,HS,60644,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Weak,36,79.10%,24.4,95.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,19.4,22.8,36.5,52.7,3.6,10.7,1.7,2.6,-1.2,-0.7,Red,Yellow,NDA,NDA,14,13.3,14.4,14.5,0.5,15.7,1.3,13,87.4,60.4,726,36,78.2,25,AUSTIN
609725,Morgan Park High School,HS,60643,No,Track_E,Not on Probation,Level 2,No,Average,40,NDA,NDA,Weak,25,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.20%,11.1,94.60%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,60,80,52,38.2,-1.8,-1,Red,Yellow,98.5,64.1,14.7,14.6,15.6,15.9,1.2,17.8,2.2,33.6,80,78.5,1584,49,73.3,75,MORGAN PARK
610385,Multicultural Academy of Scholarship,HS,60623,No,Track_E,Probation,Level 2,No,Average,48,NDA,NDA,Average,47,Average,42,NDA,NDA,NDA,NDA,Strong,56,Average,52,89.20%,22.4,96.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,13,14.4,14.1,1.1,15.6,1.2,21.1,58,58.5,324,37,78.7,30,SOUTH LAWNDALE
609692,Neal F Simeon Career Academy High School,HS,60620,No,Standard,Probation,Level 3,No,Average,52,NDA,NDA,Weak,33,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,78.60%,2.1,94.30%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.1,15.3,14.8,0.5,16.2,0.9,14.8,75.2,74,1535,45,68.5,44,CHATHAM
610323,New Millennium High School of Health at Bowen,HS,60617,No,Standard,Probation,Level 3,No,Very Weak,17,Weak,23,Weak,37,Weak,25,Weak,29,Very Weak,6,NDA,NDA,NDA,NDA,75.60%,61.8,94.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.1,12.3,13.9,13.2,1.1,14.7,0.8,16.7,67.2,52.4,701,47,62.1,46,SOUTH CHICAGO
609730,Nicholas Senn High School,HS,60660,No,Standard,Probation,Level 3,No,Average,48,NDA,NDA,Average,45,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.70%,41.3,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,14.3,14.3,13.9,1.1,15.8,1.5,17.5,40.1,54.4,1053,32,79.8,77,EDGEWATER
