School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,StandardTrack,OnTrue,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,3 Student Atte-1nce,Rate of Misconducts (per 100 students) ,3 Teacher Atte-1nce,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade 3 ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610114,Francis Parkman Elementary School,ES,60609,FALSE,FALSE,TRUE,Level 3,FALSE,2,38,2,25,3,45,2,39,2,20,2,28,-1,-1,-1,-1,90.60%,20.7,95.30%,100.00%,62.2,35.9,15.1,5.9,48.8,34.1,14.8,15.8,39.3,43.4,6.3,12.5,4.6,3.1,-0.3,-0.4,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,42,-1,37,FULLER PARK
610020,Francis Scott Key Elementary School,ES,60644,FALSE,FALSE,TRUE,Level 2,FALSE,2,37,-1,-1,3,49,4,64,-1,-1,-1,-1,2,44,2,45,91.90%,39.6,94.00%,100.00%,54.5,44.4,27.2,26.3,59.8,55.1,26.9,25.9,69.4,63.3,7.5,7.5,11.3,5.9,0.9,1.5,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301,36,-1,25,AUSTIN
610112,Francis W Parker Elementary Community Academy,ES,60621,FALSE,TRUE,FALSE,Level 2,FALSE,2,30,-1,-1,3,53,3,57,-1,-1,-1,-1,3,48,3,51,91.90%,39,94.90%,98.60%,-1,30.9,25.6,14.2,39.6,55.7,25.3,27.3,60,60,7.7,14.1,8.4,6.5,0.4,0,Yellow,Yellow,10.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,808,45,-1,68,ENGLEWOOD
609800,Frank I Bennett Elementary School,ES,60628,FALSE,TRUE,TRUE,Level 3,FALSE,3,46,3,46,3,55,4,66,3,55,3,56,3,47,2,45,92.50%,6.5,95.90%,100.00%,57.2,41.9,35.3,27.4,56.2,56.7,55.2,34.2,60.5,58.6,10,40,13.7,8.4,0.7,0.1,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,504,48,-1,49,ROSELAND
609939,Frank L Gillespie Elementary School,ES,60619,FALSE,TRUE,TRUE,Level 2,FALSE,2,27,-1,-1,2,30,3,45,-1,-1,-1,-1,-1,-1,-1,-1,91.90%,2.1,96.30%,98.80%,55.1,33.6,24.7,24,50.7,58.7,36.8,33.8,53.2,52.8,8.1,16.2,7.6,5.6,0.2,0.2,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,609,48,-1,49,ROSELAND
609926,Franklin Elementary Fine Arts Center,ES,60610,TRUE,TRUE,FALSE,Level 1,FALSE,5,87,-1,-1,4,60,3,55,-1,-1,-1,-1,4,58,3,48,95.90%,5.6,95.30%,100.00%,72.7,42.6,74.1,66.9,50,53.1,70.2,71.3,56.4,54.8,33.3,63.6,55.1,50.2,0.8,1.4,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,33,-1,8,NEAR FalseRTH SIDE
609958,Frank W Gunsaulus Elementary Scholastic Academy,ES,60632,FALSE,TRUE,FALSE,Level 1,FALSE,3,46,2,38,2,30,3,45,2,34,1,14,3,49,3,48,96.60%,87.3,96.00%,100.00%,72.8,61.1,44,32.7,48.2,59.2,56.3,51.1,56.5,59.6,27.4,42.4,24,18.1,0.6,1.7,Green,Green,22.4,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,867,39,-1,58,BRIGHTON PARK
610144,Frank W Reilly Elementary School,ES,60618,FALSE,TRUE,TRUE,Level 2,FALSE,3,48,-1,-1,2,33,2,34,-1,-1,-1,-1,3,48,3,51,97.00%,8.7,96.70%,100.00%,77.8,40.1,39.5,27,63.2,62.7,48.7,33.2,62.7,59.2,11.6,30.3,15.5,9.8,0.2,0.5,Yellow,Yellow,22.5,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1195,29,-1,21,AVO-1LE
610165,Franz Peter Schubert Elementary School,ES,60639,FALSE,FALSE,TRUE,Level 3,FALSE,-1,,2,31,-1,,-1,,2,32,2,26,3,47,3,49,95.80%,2.1,97.00%,100.00%,73.2,35.9,37.4,27.3,49.5,56.4,-1,-1,-1,-1,-1,-1,10.6,10.2,-0.2,-1.1,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,949,29,-1,19,BELMONT CRAGIN
610503,Frazier Prospective IB Magnet Elementary School,ES,60624,TRUE,FALSE,FALSE,Level 1,FALSE,4,60,3,55,5,84,4,72,3,42,3,55,4,66,4,65,96.80%,7.2,96.60%,100.00%,81.3,68.8,71.6,48.6,64.9,71.6,76.2,61.9,87.3,82.5,5,30,37.6,25.4,1.6,1.9,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,36,-1,29,FalseRTH LAW-1LE
609854,Frederic Chopin Elementary School,ES,60622,TRUE,TRUE,FALSE,Level 1,FALSE,5,86,5,99,5,99,5,99,5,97,5,99,3,49,3,49,96.90%,1.7,96.00%,100.00%,67.5,59.7,59.8,41.5,59.8,72,59.3,56.3,67.4,70.1,60.6,45.5,57.6,47.6,3.1,4.9,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,269,35,-1,24,WEST TOWN
609930,Frederick Funston Elementary School,ES,60647,FALSE,FALSE,TRUE,Level 3,FALSE,1,16,-1,-1,1,14,1,16,-1,-1,-1,-1,2,40,3,47,94.70%,16.8,95.40%,100.00%,65.1,40.2,18.2,17.4,32.6,48.3,26.1,26.8,46.4,41.8,18.2,31.8,12.2,5.8,-2.1,-1.1,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,619,34,-1,22,LOGAN SQUARE
610163,Frederick Stock Elementary School,ES,60631,-1,TRUE,-1,-1,FALSE,-1,,5,99,-1,,-1,,5,84,5,81,4,69,4,63,72.40%,0,95.70%,100.00%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,30,-1,9,EDISON PARK
610010,Friedrich Ludwig Jahn Elementary School,ES,60657,FALSE,TRUE,FALSE,Level 2,FALSE,4,72,-1,-1,4,60,3,59,-1,-1,-1,-1,3,50,2,46,94.70%,19.9,94.70%,100.00%,59.4,36.2,41.4,40.6,47.9,48.9,30.2,45.5,40.6,58.7,13.5,32.4,23.9,15.2,0.3,0,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,495,33,-1,5,FalseRTH CENTER
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,60607,TRUE,TRUE,FALSE,Level 1,FALSE,4,65,3,52,3,40,3,42,3,56,2,33,3,49,3,50,95.00%,3.1,97.00%,100.00%,77.3,60.5,54.7,55.4,68.7,68.2,55.6,59.5,66.3,56.6,33.3,41.7,26.5,22.3,-1,-0.8,Red,Red,33.3,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,606,38,-1,28,NEAR WEST SIDE
610072,Garrett A Morgan Elementary School,ES,60620,FALSE,FALSE,TRUE,Level 3,FALSE,2,28,2,38,3,58,3,55,3,46,2,36,3,47,2,46,92.00%,10,94.80%,96.80%,71.2,39.6,28.3,26.2,56.3,64.6,19.2,30.9,53.1,55.8,8.3,21.7,7.9,3.2,-0.7,0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,45,-1,71,AUBURN GRESHAM
610293,Genevieve Melody Elementary School,ES,60624,FALSE,FALSE,TRUE,Level 3,FALSE,4,61,-1,-1,4,65,4,77,-1,-1,-1,-1,-1,-1,-1,-1,92.10%,26,96.00%,94.50%,56,-1,11.1,19.2,43.3,37.1,26.9,29.6,55.8,76.9,6.3,12.5,4.2,6.3,-0.3,0.4,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,315,36,-1,26,WEST GARFIELD PARK
609779,George Arm4 International Studies Elementary School,ES,60645,FALSE,TRUE,FALSE,Level 1,FALSE,3,59,3,57,3,59,4,64,3,53,3,45,-1,-1,-1,-1,96.30%,8.1,96.30%,99.40%,66.5,45.5,47.5,38.8,55.7,65.5,59.7,51.5,72.9,54.4,28.2,43.5,30.4,19.5,0.7,-0.2,Green,Yellow,30.8,60.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1509,32,-1,2,WEST RIDGE
610062,George B McClellan Elementary School,ES,60609,FALSE,TRUE,TRUE,Level 2,FALSE,3,49,-1,-1,2,33,3,40,-1,-1,-1,-1,3,53,3,47,93.20%,7.8,96.00%,98.60%,40.5,17.4,35.2,26.8,65.2,55.1,33.9,39.7,57.6,58.3,27.8,22.2,22.7,21.3,0,0.9,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283,40,-1,60,BRIDGEPORT
610196,George B Swift Elementary Specialty School,ES,60660,FALSE,TRUE,FALSE,Level 2,FALSE,4,61,3,53,4,62,4,60,4,61,3,59,3,49,4,54,96.30%,6,95.80%,98.80%,69.2,50.4,49.4,33.9,55.5,63.3,52.9,36.3,58.2,51.2,23.9,23.9,25.4,16.2,-0.8,1.1,Red,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,709,32,-1,77,EDGEWATER
609849,George F Cassell Elementary School,ES,60655,TRUE,FALSE,FALSE,Level 2,FALSE,4,76,4,67,3,57,2,36,4,66,4,61,3,52,2,46,94.40%,13.8,95.10%,98.90%,62.6,40,48.5,54.7,57.5,66.3,43.6,61,57.3,63.6,20.5,54.5,24.9,24.5,-0.6,-0.8,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,49,-1,74,MOUNT GREENWOOD
610305,George Leland Elementary School,ES,60644,FALSE,FALSE,TRUE,Level 3,FALSE,-1,,4,71,-1,,-1,,4,68,4,77,4,60,3,53,92.60%,3.3,94.90%,100.00%,67.8,59.1,30.8,23.1,46.2,61.5,-1,-1,-1,-1,-1,-1,46.2,20,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,36,-1,25,AUSTIN
610048,George Manierre Elementary School,ES,60610,FALSE,TRUE,TRUE,Level 3,FALSE,3,43,-1,-1,3,49,3,40,-1,-1,-1,-1,2,42,2,44,91.00%,44,94.80%,100.00%,44.4,-1,23.7,13.9,44.5,52.8,26.5,17.1,49.1,41.7,0,11.1,4.6,4.7,-1.1,-1.2,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,396,33,-1,8,NEAR FalseRTH SIDE
610139,George M Pullman Elementary School,ES,60628,FALSE,TRUE,FALSE,Level 2,FALSE,3,59,-1,-1,4,66,4,75,-1,-1,-1,-1,3,50,3,49,93.50%,14.6,96.20%,100.00%,63.8,49.4,32.2,41.7,69.5,67.2,39.7,32.9,67.2,54.3,4,16,14.8,17.8,0.7,0.7,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259,48,-1,50,PULLMAN
609795,George Rogers Clark Elementary School,ES,60644,FALSE,FALSE,FALSE,Level 1,FALSE,2,39,-1,-1,2,32,2,36,-1,-1,-1,-1,3,47,3,51,93.90%,14.4,96.40%,100.00%,80,74.1,56.8,37.5,60.7,71.1,60.5,46.6,57.5,56.1,30,33.3,22,15.3,1.2,0.7,Green,Yellow,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,297,36,-1,25,AUSTIN
609845,George Washington Carver Primary School,ES,60827,FALSE,FALSE,TRUE,Level 3,FALSE,2,25,-1,-1,2,33,2,30,-1,-1,-1,-1,3,52,4,57,90.90%,15.6,94.70%,100.00%,37.4,36.6,23.8,19.7,38.8,45.8,22,17.1,27.9,43.1,4.5,22.7,9.4,8,-0.8,-0.6,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,546,48,-1,54,RIVERDALE
610219,George Washington Elementary School,ES,60617,TRUE,TRUE,FALSE,Level 1,FALSE,3,58,4,61,2,33,3,43,5,80,4,76,3,52,3,51,95.50%,5.6,95.90%,99.00%,69.3,56.4,53.8,59.6,70,76.7,54.2,58.1,69.6,68.3,23,37.5,30.4,24.7,0.4,0.8,Yellow,Green,36.8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,813,47,-1,52,EAST SIDE
609900,George W Curtis Elementary School,ES,60628,FALSE,TRUE,TRUE,Level 3,FALSE,2,23,-1,-1,3,43,3,58,-1,-1,-1,-1,4,68,4,70,93.80%,18.2,98.10%,97.90%,51.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.1,18.8,10.1,3.8,0.9,0.9,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,504,48,-1,49,ROSELAND
610202,George W Tilton Elementary School,ES,60624,FALSE,FALSE,TRUE,Level 3,FALSE,1,6,2,25,2,30,3,41,2,25,3,44,3,51,3,49,91.40%,65.5,95.10%,100.00%,51.1,39.6,22.5,10.8,29,36.8,29.1,12,46.2,21.4,14.3,8.8,10,3.5,-0.7,-2.6,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,321,36,-1,26,WEST GARFIELD PARK
609920,Gerald Delgado KaFalseon Elementary Magnet School,ES,60623,FALSE,FALSE,TRUE,Level 3,FALSE,3,44,2,37,3,48,3,48,4,61,3,43,3,47,3,49,95.90%,3.3,95.60%,100.00%,76.2,35.2,16.9,18.3,51.7,51.2,25.7,28.6,51.5,60,16,22,8,6.6,-0.4,-0.6,Yellow,Yellow,21.6,45.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,37,-1,30,SOUTH LAW-1LE
610187,Graeme Stewart Elementary School,ES,60640,FALSE,TRUE,TRUE,Level 2,FALSE,3,49,-1,-1,3,46,3,57,-1,-1,-1,-1,3,47,3,52,95.20%,77,96.10%,100.00%,47.4,44.2,23.6,25.8,66.3,52.9,31.7,46,59.3,55.9,9.1,40.9,11.9,9.7,0.5,1.1,Yellow,Yellow,30.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,280,32,-1,3,UPTOWN
610285,Granville T Woods Math & Science Academy Elementary School,ES,60636,FALSE,FALSE,FALSE,Level 2,FALSE,2,35,-1,-1,3,43,2,31,-1,-1,-1,-1,3,48,3,49,91.90%,41.5,95.20%,100.00%,-1,61.7,25.8,11.4,35.1,53.8,24.2,21.6,50.9,46.3,5.4,17.5,11.1,6.5,0,-0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402,43,-1,67,WEST ENGLEWOOD
609857,Grover Cleveland Elementary School,ES,60618,FALSE,TRUE,FALSE,Level 1,FALSE,4,64,3,43,3,58,3,47,3,51,3,44,3,49,3,48,95.00%,6.1,96.30%,100.00%,72.5,38.7,53.6,37.3,49.7,49.5,47.9,45.7,50.5,58.3,21.2,36.5,23.4,15.8,-0.3,-0.5,Yellow,Yellow,27.6,58.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,688,31,-1,16,IRVING PARK
610241,Guglielmo Marconi Elementary Community Academy,ES,60624,FALSE,TRUE,TRUE,Level 3,FALSE,2,26,-1,-1,4,65,4,76,-1,-1,-1,-1,3,52,3,52,91.50%,58.8,96.50%,100.00%,64.7,65.3,28.8,23.4,51.7,70,37.7,31.5,64.6,65.7,0,21.1,4,7.3,-1.6,-1.3,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,36,-1,26,WEST GARFIELD PARK
610182,Hannah G Solomon Elementary School,ES,60659,TRUE,TRUE,FALSE,Level 1,FALSE,4,78,5,96,4,67,4,62,4,75,4,62,3,52,3,51,95.80%,0.8,95.70%,99.00%,71.2,51.1,74.4,63.6,59.1,70,73.9,72.8,75,67.4,45.5,63.6,52.4,42.8,0.6,-0.2,Yellow,Yellow,45.5,93.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,31,-1,13,FalseRTH PARK
610068,Hanson Park Elementary School,ES,60639,FALSE,TRUE,FALSE,Level 2,FALSE,2,35,-1,-1,2,34,2,33,-1,-1,-1,-1,3,50,3,47,95.00%,24.4,94.90%,100.00%,48.5,42.6,31,20.6,45.9,51.5,42,29.2,50.7,41.2,12.4,22.1,14.4,11,-0.8,-0.5,Red,Yellow,14,88.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1499,29,-1,19,BELMONT CRAGIN
610124,Harold Washington Elementary School,ES,60619,FALSE,TRUE,FALSE,Level 2,FALSE,2,28,-1,-1,3,45,4,63,-1,-1,-1,-1,3,47,3,49,96.10%,3.1,96.20%,100.00%,67.6,55.6,27.8,39,53.2,53.6,32.5,37.6,45,46.6,9.5,28.6,16,13.1,-0.2,0.1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,549,48,-1,47,BURNSIDE
610192,Harriet Beecher Stowe Elementary School,ES,60647,FALSE,TRUE,TRUE,Level 3,FALSE,2,28,-1,-1,2,26,2,31,-1,-1,-1,-1,2,44,4,54,93.80%,13.7,94.70%,98.70%,39.9,32.2,11.1,12,36.9,48.6,16.7,18,49.4,48.6,2.1,9.5,3.1,2.5,-0.2,-0.8,Yellow,Red,19.1,11.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,893,34,-1,23,HUMBOLDT PARK
610158,Harriet E Sayre Elementary Language Academy,ES,60707,FALSE,TRUE,FALSE,Level 2,FALSE,4,68,-1,-1,3,41,3,50,-1,-1,-1,-1,2,44,3,49,96.20%,2.6,96.60%,100.00%,69.1,-1,37.6,42.5,44.8,37.1,41.7,48.1,47.6,42.8,20,38.3,19.6,17.3,-0.5,0,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,605,29,-1,25,AUSTIN
609974,Hawthorne Elementary Scholastic Academy,ES,60657,TRUE,TRUE,FALSE,Level 1,TRUE,5,92,5,88,4,61,3,56,5,90,5,84,4,58,3,52,96.90%,1.2,96.50%,100.00%,85.3,56.9,82.7,83.3,58.6,62.5,89.1,87.4,65.1,62.9,79,80.6,75.1,66,1.8,2.2,Green,Green,98.4,91.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,569,33,-1,6,LAKE VIEW
609985,Helen M Hefferan Elementary School,ES,60624,FALSE,FALSE,FALSE,Level 2,FALSE,2,29,2,39,2,26,4,63,3,58,3,52,3,51,4,56,93.80%,13.4,95.90%,100.00%,72.4,64.9,36.5,34.1,45.7,37.3,61.4,46.7,61.6,51.1,28,44,25.6,19.2,0.5,0.1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259,36,-1,26,WEST GARFIELD PARK
610122,Helen Peirce International Studies Elementary School,ES,60660,FALSE,TRUE,FALSE,Level 2,FALSE,3,58,-1,-1,2,32,2,22,-1,-1,-1,-1,3,47,3,47,96.70%,5.8,95.80%,100.00%,57.2,58.2,56.4,47.2,52.4,63.3,52.8,49.1,49.1,57.3,25.9,35.2,25.5,20.5,-1.9,-1.4,Red,Red,100,5.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,977,32,-1,77,EDGEWATER
609972,Helge A Haugan Elementary School,ES,60625,FALSE,TRUE,FALSE,Level 2,FALSE,3,43,2,39,3,57,3,49,2,33,2,30,2,46,3,51,96.20%,23.4,94.60%,100.00%,68.9,37.2,31.5,24.3,53.4,58.5,32.5,29.3,48,32.9,-1,-1,15.2,10.2,-0.3,0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1299,31,-1,14,ALBANY PARK
609856,Henry Clay Elementary School,ES,60633,FALSE,TRUE,FALSE,Level 2,FALSE,2,38,2,39,2,30,2,30,2,24,2,31,-1,-1,-1,-1,95.20%,6,96.10%,100.00%,52.4,47,34.4,27.1,42,48,39.3,29.6,54.8,37.1,10.2,25.4,17.1,12.3,-0.3,-0.2,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,633,47,-1,55,HEGEWISCH
610040,Henry D Lloyd Elementary School,ES,60639,FALSE,FALSE,TRUE,Level 3,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,3,48,3,51,96.20%,0,97.20%,97.00%,-1,32.9,34.1,18.3,46.5,53.3,-1,-1,-1,-1,-1,-1,23.5,10.5,-0.8,-0.3,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1334,29,-1,19,BELMONT CRAGIN
610092,Henry H Nash Elementary School,ES,60644,FALSE,FALSE,TRUE,Level 3,FALSE,3,41,-1,-1,4,68,4,76,-1,-1,-1,-1,-1,-1,-1,-1,95.10%,27.9,95.80%,100.00%,48.6,46.4,22.4,18.9,60.4,59.1,27.1,19.5,74.6,60.7,5.1,7.5,7.1,6,0.6,-0.5,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,393,36,-1,25,AUSTIN
610279,Henry O Tanner Elementary School,ES,60619,FALSE,FALSE,TRUE,Level 3,FALSE,2,33,-1,-1,3,42,3,55,-1,-1,-1,-1,-1,-1,-1,-1,91.80%,43.1,95.60%,98.00%,61.3,35.3,19.5,13.3,52.6,52.3,22.1,21.1,56.6,57.4,5.3,8.1,6.9,4.6,1.9,0.3,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,46,-1,69,GREATER GRAND CROSSING
609861,Henry R Clissold Elementary School,ES,60643,FALSE,TRUE,FALSE,Level 2,FALSE,3,45,4,61,2,39,4,61,2,38,3,51,3,52,2,46,95.10%,8.4,96.90%,94.80%,75.5,-1,58.5,64,68.8,62.8,46.7,63,53.3,58.7,33.8,49.2,27.7,26.7,-0.7,0.5,Red,Yellow,42.2,44.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,588,49,-1,75,MORGAN PARK
609798,Hiram H Belding Elementary School,ES,60641,FALSE,TRUE,FALSE,Level 2,FALSE,4,64,4,63,4,67,4,69,3,49,3,51,3,53,3,52,95.00%,21.3,96.20%,98.60%,80,78.6,46.2,40.4,50.3,45.7,55.6,54.6,54.5,54.2,36.8,49.1,27.3,21.4,-0.8,-0.5,Red,Yellow,46.4,57.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,672,31,-1,16,IRVING PARK
609850,Horace Greeley Elementary School,ES,60613,FALSE,TRUE,FALSE,Level 1,FALSE,4,65,-1,-1,3,48,2,38,-1,-1,-1,-1,3,52,3,52,95.90%,6,96.00%,100.00%,64.5,35.5,46.7,37.4,48.8,52.8,65.6,47.9,53.1,49.7,43.1,50,26.9,16.3,0.2,-0.2,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,611,32,-1,6,LAKE VIEW
610052,Horace Mann Elementary School,ES,60617,FALSE,FALSE,TRUE,Level 3,FALSE,2,28,2,31,2,31,2,30,2,31,2,24,2,44,2,46,92.60%,44.4,94.50%,100.00%,46.9,30.2,12.8,16.5,49.7,46.2,23.3,23.3,57.2,51,6.4,27.7,3.4,3.4,-0.7,0.1,Red,Yellow,19.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,47,-1,46,SOUTH CHICAGO
610058,Horatio May Elementary Community Academy,ES,60644,FALSE,FALSE,TRUE,Level 3,FALSE,3,42,-1,-1,3,47,3,56,-1,-1,-1,-1,-1,-1,-1,-1,91.90%,40,96.40%,98.20%,63.3,58.8,17.5,17.5,54,51.4,27.1,25,58.6,58.6,4.6,13.8,9.4,5.6,-0.4,-0.8,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,458,36,-1,25,AUSTIN
610110,Ida B Wells Preparatory Elementary Academy,ES,60653,FALSE,FALSE,TRUE,Level 3,FALSE,3,49,-1,-1,4,64,5,93,-1,-1,-1,-1,-1,-1,-1,-1,93.20%,9.5,92.80%,100.00%,80.9,-1,24.7,26.3,41.3,60.5,49.3,42.3,58.8,57.4,8.3,37.5,15.3,10.1,0.3,-0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,215,40,-1,35,DOUGLAS
610273,Ignance Paderewski Elementary Learning Academy,ES,60623,FALSE,FALSE,TRUE,Level 3,FALSE,2,31,-1,-1,4,63,5,98,-1,-1,-1,-1,2,46,3,47,92.10%,20.9,95.20%,100.00%,42.3,40.9,19.1,19.1,50,64.3,27.5,17,44.2,58.7,0,0,2,2,0.2,-0.8,Yellow,Yellow,93.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,37,-1,30,SOUTH LAW-1LE
610078,Inter-American Elementary Magnet School,ES,60613,FALSE,TRUE,FALSE,Level 1,FALSE,4,67,-1,-1,3,50,3,51,-1,-1,-1,-1,3,51,3,47,96.20%,3,96.20%,100.00%,68.2,31.2,46.6,38.7,51.3,49.5,52.3,50,54.8,54.1,34.5,29.6,27.6,21.3,1.1,1.9,Green,Green,32.1,83.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,33,-1,6,LAKE VIEW
609848,Ira F Aldridge Elementary School,ES,60827,FALSE,FALSE,TRUE,Level 3,FALSE,2,39,-1,-1,2,36,2,39,-1,-1,-1,-1,3,49,2,46,92.90%,49,96.30%,100.00%,62.7,60.9,20.7,20.2,46.7,40.9,21.2,29.8,37.4,60.2,2.5,20,7.7,7.2,-1.5,-0.8,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,285,48,-1,54,RIVERDALE
610125,Irma C Ruiz Elementary School,ES,60608,FALSE,TRUE,FALSE,Level 2,TRUE,3,57,3,59,3,57,4,62,3,51,3,56,3,50,3,51,95.50%,15.9,95.00%,95.20%,55.8,40.7,19.4,26.4,44,41.9,38.9,33.6,57.5,48.5,10.7,27.2,10.7,12.8,-0.4,0.4,Red,Yellow,28.8,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,916,39,-1,31,LOWER WEST SIDE
610276,Irvin C Mollison Elementary School,ES,60653,FALSE,FALSE,TRUE,Level 3,FALSE,3,44,-1,-1,3,46,2,38,-1,-1,-1,-1,3,52,3,50,91.10%,36.1,94.30%,94.40%,49.3,36.8,27.4,19.8,48.2,41.9,34.4,26.4,57.9,41.9,11.1,25.9,4.8,4.3,0.2,0.2,Yellow,Yellow,20.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,40,-1,38,GRAND BOULEVARD
